6.355716 2.348093 0.000000 
6.536559 2.382186 0.000000 
6.718764 2.415236 0.000000 
6.902333 2.447233 0.000000 
7.087278 2.478170 0.000000 
7.273596 2.508038 0.000000 
7.461289 2.536827 0.000000 
7.650333 2.564525 0.000000 
7.840714 2.591123 0.000000 
8.032478 2.616618 0.000000 
8.225615 2.641001 0.000000 
8.419423 2.664190 0.000000 
8.615645 2.686380 0.000000 
8.812508 2.707346 0.000000 
9.011120 2.727218 0.000000 
9.210935 2.745915 0.000000 
9.411976 2.763450 0.000000 
9.614643 2.779836 0.000000 
9.818162 2.795018 0.000000 
10.023588 2.809057 0.000000 
10.229635 2.821867 0.000000 
10.437735 2.833524 0.000000 
10.646349 2.843943 0.000000 
10.857053 2.853190 0.000000 
11.068262 2.861196 0.000000 
11.190476 2.865100 0.000000 
